"","Run","ID..","count.of.plants","Plant","Genotype","Biotype","virus","PEMV.PCR","Counts","absorbance","log.Counts","sqrt_rel_increase","Infection.status","relative.increase","Retain.","Bean.Aphids","Virus"
"1","One","AB1","5","Alfalfa","1","pea","BLRV","",113,"1.173",4.736198448,3.209361307,"YES",10.3,"Keep",NA,"BLRV"
"2","One","AB1","6","Alfalfa","1","pea","BLRV","",134,"0.918",4.905274778,3.521363372,"YES",12.4,"Keep",NA,"BLRV"
"3","One","A1","2","Alfalfa","1","pea","Sham","",106,"0.433",4.672828834,3.098386677,"NO",9.6,"Keep",NA,"Sham"
"4","One","A1","3","Alfalfa","1","pea","Sham","",40,"0.588",3.713572067,1.732050808,"NO",3,"Keep",NA,"Sham"
"5","One","AB2","13","Alfalfa","2","pea","BLRV","",3,"0.761",1.386294361,NA,"YES",-0.7,"Keep",NA,"BLRV"
"6","One","AB2","14","Alfalfa","2","pea","BLRV","",147,"0.966",4.997212274,3.701351105,"YES",13.7,"Keep",NA,"BLRV"
"7","One","A2","9","Alfalfa","2","pea","Sham","",0,"0.854",0,NA,"YES",-1,"Drop",NA,"Sham"
"8","One","A2","11","Alfalfa","2","pea","Sham","",4,"0.547",1.609437912,NA,"NO",-0.6,"Keep",NA,"Sham"
"9","One","AB3","21","Alfalfa","3","alf","BLRV","",95,"0.709",4.564348191,2.915475947,"YES",8.5,"Keep",NA,"BLRV"
"10","One","AB3","22","Alfalfa","3","alf","BLRV","",229,"0.823",5.438079309,4.679743583,"YES",21.9,"Keep",NA,"BLRV"
"11","One","A3","17","Alfalfa","3","alf","Sham","",7,"0.612",2.079441542,NA,"YES",-0.3,"Drop",NA,"Sham"
"12","One","A3","20","Alfalfa","3","alf","Sham","",56,"0.561",4.043051268,2.144761059,"NO",4.6,"Keep",NA,"Sham"
"13","One","AB4","29","Alfalfa","4","alf","BLRV","",82,"0.697",4.418840608,2.683281573,"YES",7.2,"Keep",NA,"BLRV"
"14","One","AB4","30","Alfalfa","4","alf","BLRV","",164,"0.977",5.105945474,3.924283374,"YES",15.4,"Keep",NA,"BLRV"
"15","One","A4","25","Alfalfa","4","alf","Sham","",64,"0.657",4.17438727,2.323790008,"YES",5.4,"Drop",NA,"Sham"
"16","One","A4","26","Alfalfa","4","alf","Sham","",161,"0.609",5.087596335,3.885871846,"YES",15.1,"Drop",NA,"Sham"
"17","One","AB5","37","Alfalfa","5","pea","BLRV","",1,"0.752",0.693147181,NA,"YES",-0.9,"Keep",NA,"BLRV"
"18","One","AB5","38","Alfalfa","5","pea","BLRV","",6,"1.032",1.945910149,NA,"YES",-0.4,"Keep",NA,"BLRV"
"19","One","A5","33","Alfalfa","5","pea","Sham","",0,"0.667",0,NA,"YES",-1,"Drop",NA,"Sham"
"20","One","A5","36","Alfalfa","5","pea","Sham","",1,"0.583",0.693147181,NA,"NO",-0.9,"Keep",NA,"Sham"
"21","One","FB1","7","Fava","1","pea","BLRV","",230,"0.747",5.442417711,4.69041576,"YES",22,"Keep",NA,"BLRV"
"22","One","FB1","8","Fava","1","pea","BLRV","",249,"0.718",5.521460918,4.888762625,"YES",23.9,"Keep",NA,"BLRV"
"23","One","FP1","4","Fava","1","pea","PEMV","",269,"0.309",5.598421959,5.08920426,"NO",25.9,"Drop",NA,"PEMV"
"24","One","FP1","11","Fava","1","pea","PEMV","",417,"3.39",6.035481433,6.379655163,"YES",40.7,"Keep",NA,"PEMV"
"25","One","F1","1","Fava","1","pea","Sham","",213,"0.676",5.365976015,4.50555213,"YES",20.3,"Drop",NA,"Sham"
"26","One","F1","6","Fava","1","pea","Sham","",191,"Sham",5.257495372,4.254409477,"NO",18.1,"Keep",NA,"Sham"
"27","One","FB2","21","Fava","2","pea","BLRV","",443,"0.668",6.095824562,6.580273551,"YES",43.3,"Keep",NA,"BLRV"
"28","One","FB2","22","Fava","2","pea","BLRV","",486,"0.775",6.188264123,6.899275324,"YES",47.6,"Keep",NA,"BLRV"
"29","One","FP2","16","Fava","2","pea","PEMV","",102,"0.317",4.634728988,3.033150178,"NO",9.2,"Drop",NA,"PEMV"
"30","One","FP2","17","Fava","2","pea","PEMV","",313,"0.27",5.749392986,5.504543578,"NO",30.3,"Drop",NA,"PEMV"
"31","One","F2","13","Fava","2","pea","Sham","",405,"0.617",6.00635316,6.284902545,"YES",39.5,"Drop",NA,"Sham"
"32","One","F2","20","Fava","2","pea","Sham","",482,"0.502",6.180016654,6.870225615,"NO",47.2,"Keep",NA,"Sham"
"33","One","FB3","28","Fava","3","alf","BLRV","",76,"0.571",4.343805422,2.569046516,"NO",6.6,"Drop",NA,"BLRV"
"34","One","FB3","34","Fava","3","alf","BLRV","",33,"0.682",3.526360525,1.516575089,"YES",2.3,"Keep",NA,"BLRV"
"35","One","FP3","29","Fava","3","alf","PEMV","",176,"0.289",5.176149733,4.074309757,"NO",16.6,"Drop",NA,"PEMV"
"36","One","FP3","30","Fava","3","alf","PEMV","",160,"0.234",5.081404365,3.872983346,"NO",15,"Drop",NA,"PEMV"
"37","One","F3","25","Fava","3","alf","Sham","",68,"0.629",4.234106505,2.408318916,"YES",5.8,"Drop",NA,"Sham"
"38","One","F3","33","Fava","3","alf","Sham","",145,"0.512",4.983606622,3.674234614,"NO",13.5,"Keep",NA,"Sham"
"39","One","FB4","43","Fava","4","alf","BLRV","",139,"0.982",4.941642423,3.591656999,"YES",12.9,"Keep",NA,"BLRV"
"40","One","FB4","44","Fava","4","alf","BLRV","",121,"0.636",4.804021045,3.33166625,"YES",11.1,"Keep",NA,"BLRV"
"41","One","FP4","37","Fava","4","alf","PEMV","",85,"0.397",4.454347296,2.738612788,"NO",7.5,"Drop",NA,"PEMV"
"42","One","FP4","47","Fava","4","alf","PEMV","",181,"2.917",5.204006687,4.135214626,"YES",17.1,"Keep",NA,"PEMV"
"43","One","F4","39","Fava","4","alf","Sham","",136,"0.433",4.919980926,3.54964787,"NO",12.6,"Keep",NA,"Sham"
"44","One","F4","40","Fava","4","alf","Sham","",189,"0.358",5.247024072,4.23083916,"NO",17.9,"Keep",NA,"Sham"
"45","One","FB5","55","Fava","5","pea","BLRV","",38,"0.973",3.663561646,1.673320053,"YES",2.8,"Keep",NA,"BLRV"
"46","One","FB5","56","Fava","5","pea","BLRV","",155,"1.01",5.049856007,3.807886553,"YES",14.5,"Keep",NA,"BLRV"
"47","One","FP5","51","Fava","5","pea","PEMV","",104,"0.336",4.65396035,3.065941943,"NO",9.4,"Drop",NA,"PEMV"
"48","One","FP5","59","Fava","5","pea","PEMV","",40,"1.382",3.713572067,1.732050808,"YES",3,"Keep",NA,"PEMV"
"49","One","F5","49","Fava","5","pea","Sham","",175,"0.636",5.170483995,4.062019202,"YES",16.5,"Drop",NA,"Sham"
"50","One","F5","53","Fava","5","pea","Sham","",131,"0.415",4.882801923,3.478505426,"NO",12.1,"Keep",NA,"Sham"
"51","One","VB1","7","Hairy vetch","1","pea","BLRV","",91,"0.72",4.521788577,2.846049894,"YES",8.1,"Keep",NA,"BLRV"
"52","One","VB1","8","Hairy vetch","1","pea","BLRV","",140,"0.659",4.94875989,3.605551275,"YES",13,"Keep",NA,"BLRV"
"53","One","VP1","1","Hairy vetch","1","pea","PEMV","",638,"0.322",6.459904454,7.924645102,"NO",62.8,"Drop",NA,"PEMV"
"54","One","VP1","11","Hairy vetch","1","pea","PEMV","",228,"0.717",5.433722004,4.669047012,"YES",21.8,"Keep",NA,"PEMV"
"55","One","V1","3","Hairy vetch","1","pea","Sham","",269,"0.39",5.598421959,5.08920426,"NO",25.9,"Keep",NA,"Sham"
"56","One","V1","4","Hairy vetch","1","pea","Sham","",321,"0.313",5.774551546,5.576737397,"NO",31.1,"Keep",NA,"Sham"
"57","One","VB2","19","Hairy vetch","2","pea","BLRV","",115,"0.628",4.753590191,3.240370349,"YES",10.5,"Keep",NA,"BLRV"
"58","One","VB2","20","Hairy vetch","2","pea","BLRV","",179,"0.742",5.192956851,4.110960958,"YES",16.9,"Keep",NA,"BLRV"
"59","One","VP2","13","Hairy vetch","2","pea","PEMV","",727,"0.329",6.590301048,8.467585252,"NO",71.7,"Drop",NA,"PEMV"
"60","One","VP2","23","Hairy vetch","2","pea","PEMV","",217,"1.49",5.384495063,4.549725266,"YES",20.7,"Keep",NA,"PEMV"
"61","One","V2","15","Hairy vetch","2","pea","Sham","",1611,"0.321",7.385230923,12.65306287,"NO",160.1,"Keep",NA,"Sham"
"62","One","V2","16","Hairy vetch","2","pea","Sham","",436,"0.268",6.079933195,6.526867549,"NO",42.6,"Keep",NA,"Sham"
"63","One","VB3","29","Hairy vetch","3","alf","BLRV","",24,"0.662",3.218875825,1.183215957,"YES",1.4,"Keep",NA,"BLRV"
"64","One","VB3","30","Hairy vetch","3","alf","BLRV","",40,"0.798",3.713572067,1.732050808,"YES",3,"Keep",NA,"BLRV"
"65","One","VP3","33","Hairy vetch","3","alf","PEMV","",49,"3.293",3.912023005,1.974841766,"YES",3.9,"Keep",NA,"PEMV"
"66","One","VP3","34","Hairy vetch","3","alf","PEMV","",40,"0.747",3.713572067,1.732050808,"YES",3,"Keep",NA,"PEMV"
"67","One","V3","25","Hairy vetch","3","alf","Sham","",32,"0.286",3.496507561,1.483239697,"NO",2.2,"Keep",NA,"Sham"
"68","One","V3","26","Hairy vetch","3","alf","Sham","",48,"0.305",3.891820298,1.949358869,"NO",3.8,"Keep",NA,"Sham"
"69","One","VB4","42","Hairy vetch","4","alf","BLRV","",2,"0.718",1.098612289,NA,"YES",-0.8,"Keep",NA,"BLRV"
"70","One","VB4","43","Hairy vetch","4","alf","BLRV","",16,"0.992",2.833213344,0.774596669,"YES",0.6,"Keep",NA,"BLRV"
"71","One","VP4","37","Hairy vetch","4","alf","PEMV","",46,"0.552",3.850147602,1.897366596,"NO",3.6,"Drop",NA,"PEMV"
"72","One","VP4","46","Hairy vetch","4","alf","PEMV","",63,"3.179",4.158883083,2.302172887,"YES",5.3,"Keep",NA,"PEMV"
"73","One","V4","38","Hairy vetch","4","alf","Sham","",64,"0.309",4.17438727,2.323790008,"NO",5.4,"Keep",NA,"Sham"
"74","One","V4","39","Hairy vetch","4","alf","Sham","",21,"0.32",3.091042453,1.048808848,"NO",1.1,"Keep",NA,"Sham"
"75","One","VB5","53","Hairy vetch","5","pea","BLRV","",11,"0.808",2.48490665,0.316227766,"YES",0.1,"Keep",NA,"BLRV"
"76","One","VB5","54","Hairy vetch","5","pea","BLRV","",12,"0.8",2.564949357,0.447213595,"YES",0.2,"Keep",NA,"BLRV"
"77","One","VP5","57","Hairy vetch","5","pea","PEMV","",72,"1.593",4.290459441,2.48997992,"YES",6.2,"Keep",NA,"PEMV"
"78","One","VP5","58","Hairy vetch","5","pea","PEMV","",36,"1.574",3.610917913,1.61245155,"YES",2.6,"Keep",NA,"PEMV"
"79","One","V5","50","Hairy vetch","5","pea","Sham","",55,"0.359",4.025351691,2.121320344,"NO",4.5,"Keep",NA,"Sham"
"80","One","V5","51","Hairy vetch","5","pea","Sham","",10,"0.537",2.397895273,0,"NO",0,"Keep",NA,"Sham"
"81","One","LB1","7","Lentil","1","pea","BLRV","",154,"0.867",5.043425117,3.794733192,"YES",14.4,"Keep",NA,"BLRV"
"82","One","LB1","8","Lentil","1","pea","BLRV","",149,"1.141",5.010635294,3.728270376,"YES",13.9,"Keep",NA,"BLRV"
"83","One","LP1","3","Lentil","1","pea","PEMV","",142,"0.253",4.96284463,3.633180425,"NO",13.2,"Drop",NA,"PEMV"
"84","One","LP1","11","Lentil","1","pea","PEMV","",173,"3.413",5.159055299,4.037325848,"YES",16.3,"Keep",NA,"PEMV"
"85","One","L1","1","Lentil","1","pea","Sham","",101,"0.682",4.624972813,3.016620626,"YES",9.1,"Drop",NA,"Sham"
"86","One","L1","5","Lentil","1","pea","Sham","",112,"0.401",4.727387819,3.193743885,"NO",10.2,"Keep",NA,"Sham"
"87","One","LB2","17","Lentil","2","pea","BLRV","",237,"0.897",5.472270674,4.7644517,"YES",22.7,"Keep",NA,"BLRV"
"88","One","LB2","18","Lentil","2","pea","BLRV","",272,"0.908",5.609471795,5.118593557,"YES",26.2,"Keep",NA,"BLRV"
"89","One","LP2","21","Lentil","2","pea","PEMV","",243,"3.408",5.497168225,4.827007354,"YES",23.3,"Keep",NA,"PEMV"
"90","One","LP2","22","Lentil","2","pea","PEMV","",301,"3.114",5.710427017,5.394441584,"YES",29.1,"Keep",NA,"PEMV"
"91","One","L2","13","Lentil","2","pea","Sham","",167,"0.632",5.123963979,3.962322551,"YES",15.7,"Drop",NA,"Sham"
"92","One","L2","15","Lentil","2","pea","Sham","",263,"0.449",5.575949103,5.029910536,"NO",25.3,"Keep",NA,"Sham"
"93","One","LB3","31","Lentil","3","alf","BLRV","",18,"0.716",2.944438979,0.894427191,"YES",0.8,"Keep",NA,"BLRV"
"94","One","LB3","32","Lentil","3","alf","BLRV","",103,"0.816",4.644390899,3.049590136,"YES",9.3,"Keep",NA,"BLRV"
"95","One","LP3","27","Lentil","3","alf","PEMV","",87,"0.279",4.477336814,2.774887385,"NO",7.7,"Drop",NA,"PEMV"
"96","One","LP3","35","Lentil","3","alf","PEMV","",121,"3.346",4.804021045,3.33166625,"YES",11.1,"Keep",NA,"PEMV"
"97","One","L3","25","Lentil","3","alf","Sham","",12,"0.649",2.564949357,0.447213595,"YES",0.2,"Drop",NA,"Sham"
"98","One","L3","29","Lentil","3","alf","Sham","",36,"0.362",3.610917913,1.61245155,"NO",2.6,"Keep",NA,"Sham"
"99","One","LB4","43","Lentil","4","alf","BLRV","",159,"0.859",5.075173815,3.860051813,"YES",14.9,"Keep",NA,"BLRV"
"100","One","LB4","44","Lentil","4","alf","BLRV","",138,"0.757",4.934473933,3.577708764,"YES",12.8,"Keep",NA,"BLRV"
"101","One","LP4","39","Lentil","4","alf","PEMV","",68,"0.261",4.234106505,2.408318916,"NO",5.8,"Drop",NA,"PEMV"
"102","One","LP4","47","Lentil","4","alf","PEMV","",66,"3.399",4.204692619,2.366431913,"YES",5.6,"Keep",NA,"PEMV"
"103","One","L4","37","Lentil","4","alf","Sham","",92,"0.673",4.532599493,2.863564213,"YES",8.2,"Drop",NA,"Sham"
"104","One","L4","41","Lentil","4","alf","Sham","",93,"0.298",4.543294782,2.880972058,"NO",8.3,"Keep",NA,"Sham"
"105","One","LB5","53","Lentil","5","pea","BLRV","",27,"0.733",3.33220451,1.303840481,"YES",1.7,"Keep",NA,"BLRV"
"106","One","LB5","54","Lentil","5","pea","BLRV","",60,"0.766",4.110873864,2.236067977,"YES",5,"Keep",NA,"BLRV"
"107","One","LP5","57","Lentil","5","pea","PEMV","",91,"3.215",4.521788577,2.846049894,"YES",8.1,"Keep",NA,"PEMV"
"108","One","LP5","58","Lentil","5","pea","PEMV","",25,"3.446",3.258096538,1.224744871,"YES",1.5,"Keep",NA,"PEMV"
"109","One","L5","50","Lentil","5","pea","Sham","",20,"0.57",3.044522438,1,"NO",1,"Keep",NA,"Sham"
"110","One","L5","51","Lentil","5","pea","Sham","",0,"0.294",0,NA,"NO",-1,"Keep",NA,"Sham"
"111","One","PB1","5","Pea","1","pea","BLRV","",341,"0.809",5.834810737,5.753259945,"YES",33.1,"Keep",NA,"BLRV"
"112","One","PB1","6","Pea","1","pea","BLRV","",427,"0.843",6.059123196,6.457553716,"YES",41.7,"Keep",NA,"BLRV"
"113","One","PP1","9","Pea","1","pea","PEMV","",248,"3.499",5.517452896,4.878524367,"YES",23.8,"Keep",NA,"PEMV"
"114","One","PP1","10","Pea","1","pea","PEMV","",131,"3.493",4.882801923,3.478505426,"YES",12.1,"Keep",NA,"PEMV"
"115","One","P1","1","Pea","1","pea","Sham","",111,"0.644",4.718498871,3.178049716,"YES",10.1,"Drop",NA,"Sham"
"116","One","P1","4","Pea","1","pea","Sham","",266,"0.479",5.587248658,5.059644256,"NO",25.6,"Keep",NA,"Sham"
"117","One","PB2","17","Pea","2","pea","BLRV","",406,"0.761",6.008813185,6.292853089,"YES",39.6,"Keep",NA,"BLRV"
"118","One","PB2","18","Pea","2","pea","BLRV","",176,"0.714",5.176149733,4.074309757,"YES",16.6,"Keep",NA,"BLRV"
"119","One","PP2","21","Pea","2","pea","PEMV","",413,"3.518",6.025865974,6.348228099,"YES",40.3,"Keep",NA,"PEMV"
"120","One","PP2","22","Pea","2","pea","PEMV","",223,"3.514",5.411646052,4.615192304,"YES",21.3,"Keep",NA,"PEMV"
"121","One","P2","13","Pea","2","pea","Sham","",949,"0.442",6.856461985,9.690201236,"NO",93.9,"Keep",NA,"Sham"
"122","One","P2","14","Pea","2","pea","Sham","",450,"0.414",6.11146734,6.633249581,"NO",44,"Keep",NA,"Sham"
"123","One","PB3","29","Pea","3","alf","BLRV","",61,"0.655",4.127134385,2.258317958,"YES",5.1,"Keep",NA,"BLRV"
"124","One","PB3","30","Pea","3","alf","BLRV","",56,"0.922",4.043051268,2.144761059,"YES",4.6,"Keep",NA,"BLRV"
"125","One","PP3","33","Pea","3","alf","PEMV","",65,"3.517",4.189654742,2.34520788,"YES",5.5,"Keep",NA,"PEMV"
"126","One","PP3","34","Pea","3","alf","PEMV","",72,"3.515",4.290459441,2.48997992,"YES",6.2,"Keep",NA,"PEMV"
"127","One","P3","25","Pea","3","alf","Sham","",42,"0.321",3.761200116,1.788854382,"NO",3.2,"Keep",NA,"Sham"
"128","One","P3","26","Pea","3","alf","Sham","",19,"0.355",2.995732274,0.948683298,"NO",0.9,"Keep",NA,"Sham"
"129","One","PB4","41","Pea","4","alf","BLRV","",169,"0.709",5.135798437,3.987480407,"YES",15.9,"Keep",NA,"BLRV"
"130","One","PB4","42","Pea","4","alf","BLRV","",124,"0.652",4.828313737,3.376388603,"YES",11.4,"Keep",NA,"BLRV"
"131","One","PP4","45","Pea","4","alf","PEMV","",101,"3.512",4.624972813,3.016620626,"YES",9.1,"Keep",NA,"PEMV"
"132","One","PP4","46","Pea","4","alf","PEMV","",47,"3.476",3.871201011,1.923538406,"YES",3.7,"Keep",NA,"PEMV"
"133","One","P4","37","Pea","4","alf","Sham","",131,"0.647",4.882801923,3.478505426,"YES",12.1,"Drop",NA,"Sham"
"134","One","P4","40","Pea","4","alf","Sham","",54,"0.456",4.007333185,2.097617696,"NO",4.4,"Keep",NA,"Sham"
"135","One","PB5","53","Pea","5","pea","BLRV","",272,"0.687",5.609471795,5.118593557,"YES",26.2,"Keep",NA,"BLRV"
"136","One","PB5","54","Pea","5","pea","BLRV","",61,"0.701",4.127134385,2.258317958,"YES",5.1,"Keep",NA,"BLRV"
"137","One","PP5","57","Pea","5","pea","PEMV","",38,"3.457",3.663561646,1.673320053,"YES",2.8,"Keep",NA,"PEMV"
"138","One","PP5","58","Pea","5","pea","PEMV","",26,"3.504",3.295836866,1.264911064,"YES",1.6,"Keep",NA,"PEMV"
"139","One","P5","49","Pea","5","pea","Sham","",78,"1.096",4.369447852,2.607680962,"YES",6.8,"Drop",NA,"Sham"
"140","One","P5","50","Pea","5","pea","Sham","",210,"1.294",5.351858133,4.472135955,"YES",20,"Drop",NA,"Sham"
"141","One","RCB1","9","Red clover","1","pea","BLRV","",161,"0.779",5.087596335,3.885871846,"YES",15.1,"Keep",NA,"BLRV"
"142","One","RCB1","10","Red clover","1","pea","BLRV","",41,"0.684",3.737669618,1.760681686,"YES",3.1,"Keep",NA,"BLRV"
"143","One","RCP1","1","Red clover","1","pea","PEMV","",71,"0.387",4.276666119,2.469817807,"NO",6.1,"Drop",NA,"PEMV"
"144","One","RCP1","2","Red clover","1","pea","PEMV","",1,"0.414",0.693147181,NA,"NO",-0.9,"Drop",NA,"PEMV"
"145","One","RC1","5","Red clover","1","pea","Sham","",15,"0.506",2.772588722,0.707106781,"NO",0.5,"Keep",NA,"Sham"
"146","One","RC1","6","Red clover","1","pea","Sham","",31,"0.279",3.465735903,1.449137675,"NO",2.1,"Keep",NA,"Sham"
"147","One","RCB2","21","Red clover","2","pea","BLRV","",168,"0.672",5.129898715,3.974921383,"YES",15.8,"Keep",NA,"BLRV"
"148","One","RCB2","22","Red clover","2","pea","BLRV","",1,"0.662",0.693147181,NA,"YES",-0.9,"Keep",NA,"BLRV"
"149","One","RCP2","15","Red clover","2","pea","PEMV","",8,"0.38",2.197224577,NA,"NO",-0.2,"Drop",NA,"PEMV"
"150","One","RCP2","16","Red clover","2","pea","PEMV","",4,"0.264",1.609437912,NA,"NO",-0.6,"Drop",NA,"PEMV"
"151","One","RC2","13","Red clover","2","pea","Sham","",0,"0.626",0,NA,"YES",-1,"Drop",NA,"Sham"
"152","One","RC2","19","Red clover","2","pea","Sham","",8,"0.279",2.197224577,NA,"NO",-0.2,"Keep",NA,"Sham"
"153","One","RCB3","25","Red clover","3","alf","BLRV","",236,"0.424",5.468060141,4.75394573,"NO",22.6,"Drop",NA,"BLRV"
"154","One","RCB3","26","Red clover","3","alf","BLRV","",22,"0.559",3.135494216,1.095445115,"NO",1.2,"Drop",NA,"BLRV"
"155","One","RCP3","29","Red clover","3","alf","PEMV","",201,"0.323",5.308267697,4.370354677,"NO",19.1,"Drop",NA,"PEMV"
"156","One","RCP3","30","Red clover","3","alf","PEMV","",38,"0.302",3.663561646,1.673320053,"NO",2.8,"Drop",NA,"PEMV"
"157","One","RC3","33","Red clover","3","alf","Sham","",118,"0.452",4.779123493,3.286335345,"NO",10.8,"Keep",NA,"Sham"
"158","One","RC3","34","Red clover","3","alf","Sham","",49,"0.299",3.912023005,1.974841766,"NO",3.9,"Keep",NA,"Sham"
"159","One","RCB4","45","Red clover","4","alf","BLRV","",16,"0.68",2.833213344,0.774596669,"YES",0.6,"Keep",NA,"BLRV"
"160","One","RCB4","46","Red clover","4","alf","BLRV","",141,"0.697",4.955827058,3.619392214,"YES",13.1,"Keep",NA,"BLRV"
"161","One","RCP4","37","Red clover","4","alf","PEMV","",273,"0.276",5.613128106,5.128352562,"NO",26.3,"Drop",NA,"PEMV"
"162","One","RCP4","38","Red clover","4","alf","PEMV","",93,"0.298",4.543294782,2.880972058,"NO",8.3,"Drop",NA,"PEMV"
"163","One","RC4","41","Red clover","4","alf","Sham","",373,"0.494",5.924255797,6.024948133,"NO",36.3,"Keep",NA,"Sham"
