"","Run","ID..","count.of.plants","Plant","Genotype","Biotype","virus","PEMV.PCR","Counts","absorbance","log.Counts","sqrt_rel_increase","Infection.status","relative.increase","Retain.","Bean.Aphids","Virus"
"328","Two","RC3","36","Red clover","3","alf","Sham","",166,"0.361",5.117993812,3.949683532,"NO",15.6,"Keep",NA,"Sham"
"329","Two","RCB4","47","Red clover","4","alf","BLRV","",52,"0.764",3.970291914,2.049390153,"YES",4.2,"Keep",NA,"BLRV"
"330","Two","RCB4","48","Red clover","4","alf","BLRV","",74,"0.764",4.317488114,2.529822128,"YES",6.4,"Keep",NA,"BLRV"
"331","Two","RCP4","39","Red clover","4","alf","PEMV","",191,"0.338",5.257495372,4.254409477,"NO",18.1,"Drop",NA,"PEMV"
"332","Two","RCP4","40","Red clover","4","alf","PEMV","",200,"0.365",5.303304908,4.358898944,"NO",19,"Drop",NA,"PEMV"
"333","Two","RC4","43","Red clover","4","alf","Sham","",373,"0.55",5.924255797,6.024948133,"NO",36.3,"Keep",NA,"Sham"
"334","Two","RC4","44","Red clover","4","alf","Sham","",24,"0.48",3.218875825,1.183215957,"NO",1.4,"Keep",NA,"Sham"
"335","Two","RCB5","59","Red clover","5","pea","BLRV","",452,"0.632",6.115892125,6.648308055,"YES",44.2,"Keep",NA,"BLRV"
"336","Two","RCB5","60","Red clover","5","pea","BLRV","",476,"0.712",6.167516491,6.826419266,"YES",46.6,"Keep",NA,"BLRV"
"337","Two","RCP5","52","Red clover","5","pea","PEMV","",229,"0.345",5.438079309,4.679743583,"NO",21.9,"Drop",NA,"PEMV"
"338","Two","RCP5","53","Red clover","5","pea","PEMV","",909,"0.269",6.8134446,9.481561053,"NO",89.9,"Drop",NA,"PEMV"
"339","Two","RC5","56","Red clover","5","pea","Sham","",230,"0.566",5.442417711,4.69041576,"NO",22,"Keep",NA,"Sham"
"340","Two","RC5","57","Red clover","5","pea","Sham","",45,"0.464",3.828641396,1.870828693,"NO",3.5,"Keep",NA,"Sham"
"341","Three","","","Alfalfa","1","pea","BLRV","",1,"",0.693147181,NA,"",NA,"",0,"BLRV"
"342","Three","","","Alfalfa","1","pea","BLRV","",14,"",2.708050201,NA,"",NA,"",0,"BLRV"
"343","Three","","","Alfalfa","1","pea","Sham","",0,"",0,NA,"",NA,"",0,"Sham"
"344","Three","","","Alfalfa","1","pea","Sham","",0,"",0,NA,"",NA,"",0,"Sham"
"345","Three","","","Alfalfa","2","pea","BLRV","",0,"",0,NA,"",NA,"",0,"BLRV"
"346","Three","","","Alfalfa","2","pea","BLRV","",96,"",4.574710979,NA,"",NA,"",0,"BLRV"
"347","Three","","","Alfalfa","2","pea","Sham","",0,"",0,NA,"",NA,"",0,"Sham"
"348","Three","","","Alfalfa","2","pea","Sham","",0,"",0,NA,"",NA,"",0,"Sham"
"349","Three","","","Alfalfa","3","alf","BLRV","",27,"",3.33220451,NA,"",NA,"",0,"BLRV"
"350","Three","","","Alfalfa","3","alf","BLRV","",42,"",3.761200116,NA,"",NA,"",0,"BLRV"
"351","Three","","","Alfalfa","3","alf","Sham","",29,"",3.401197382,NA,"",NA,"",0,"Sham"
"352","Three","","","Alfalfa","3","alf","Sham","",107,"",4.682131227,NA,"",NA,"",0,"Sham"
"353","Three","","","Alfalfa","4","alf","BLRV","",94,"",4.553876892,NA,"",NA,"",0,"BLRV"
"354","Three","","","Alfalfa","4","alf","BLRV","",128,"",4.859812404,NA,"",NA,"",0,"BLRV"
"355","Three","","","Alfalfa","4","alf","Sham","",33,"",3.526360525,NA,"",NA,"",0,"Sham"
"356","Three","","","Alfalfa","4","alf","Sham","",72,"",4.290459441,NA,"",NA,"",0,"Sham"
"357","Three","","","Alfalfa","5","pea","BLRV","",97,"",4.584967479,NA,"",NA,"",0,"BLRV"
"358","Three","","","Alfalfa","5","pea","BLRV","",13,"",2.63905733,NA,"",NA,"",0,"BLRV"
"359","Three","","","Alfalfa","5","pea","BLRV","",126,"",4.844187086,NA,"",NA,"",0,"BLRV"
"360","Three","","","Alfalfa","5","pea","Sham","",0,"",0,NA,"",NA,"",0,"Sham"
"361","Three","","","Alfalfa","5","pea","Sham","",0,"",0,NA,"",NA,"",0,"Sham"
"362","Three","","","Alfalfa","5","pea","Sham","",109,"",4.700480366,NA,"",NA,"",0,"Sham"
"363","Three","","A","Fava","1","pea","BLRV","BLRV",442,"",6.09356977,NA,"",NA,"",0,"BLRV"
"364","Three","","B","Fava","1","pea","BLRV","BLRV",104,"",4.65396035,NA,"",NA,"",0,"BLRV"
"365","Three","","A","Fava","1","pea","PEMV","",8,"",2.197224577,NA,"",NA,"",0,"PEMV"
"366","Three","","B","Fava","1","pea","PEMV","Negative",0,"",0,NA,"",NA,"",0,"PEMV"
"367","Three","","A","Fava","1","pea","Sham","Sham",461,"",6.135564891,NA,"",NA,"",2,"Sham"
"368","Three","","B","Fava","1","pea","Sham","Sham",305,"",5.723585102,NA,"",NA,"",4,"Sham"
"369","Three","","A","Fava","2","pea","BLRV","BLRV",247,"",5.513428746,NA,"",NA,"",0,"BLRV"
"370","Three","","B","Fava","2","pea","BLRV","BLRV",0,"",0,NA,"",NA,"",0,"BLRV"
"371","Three","","A","Fava","2","pea","PEMV","Negative",0,"",0,NA,"",NA,"",0,"PEMV"
"372","Three","","B","Fava","2","pea","PEMV","Negative",31,"",3.465735903,NA,"",NA,"",5,"PEMV"
"373","Three","","A","Fava","2","pea","Sham","Sham",53,"",3.988984047,NA,"",NA,"",0,"Sham"
"374","Three","","B","Fava","2","pea","Sham","Sham",74,"",4.317488114,NA,"",NA,"",0,"Sham"
"375","Three","","A","Fava","3","alf","BLRV","BLRV",0,"",0,NA,"",NA,"",0,"BLRV"
"376","Three","","B","Fava","3","alf","BLRV","BLRV",433,"",6.073044534,NA,"",NA,"",0,"BLRV"
"377","Three","","A","Fava","3","alf","PEMV","Negative",604,"",6.405228458,NA,"",NA,"",0,"PEMV"
"378","Three","","B","Fava","3","alf","PEMV","Negative",48,"",3.891820298,NA,"",NA,"",0,"PEMV"
"379","Three","","A","Fava","3","alf","Sham","Sham",65,"",4.189654742,NA,"",NA,"",0,"Sham"
"380","Three","","B","Fava","3","alf","Sham","Sham",359,"",5.886104031,NA,"",NA,"",0,"Sham"
"381","Three","","A","Fava","4","alf","BLRV","BLRV",41,"",3.737669618,NA,"",NA,"",0,"BLRV"
"382","Three","","B","Fava","4","alf","BLRV","BLRV",35,"",3.583518938,NA,"",NA,"",0,"BLRV"
"383","Three","","A","Fava","4","alf","PEMV","Negative",305,"",5.723585102,NA,"",NA,"",0,"PEMV"
"384","Three","","B","Fava","4","alf","PEMV","Negative",259,"",5.560681631,NA,"",NA,"",0,"PEMV"
"385","Three","","A","Fava","4","alf","Sham","Sham",61,"",4.127134385,NA,"",NA,"",97,"Sham"
"386","Three","","B","Fava","4","alf","Sham","Sham",1123,"",7.02464903,NA,"",NA,"",9,"Sham"
"387","Three","","A","Fava","5","pea","BLRV","BLRV",151,"",5.023880521,NA,"",NA,"",0,"BLRV"
"388","Three","","B","Fava","5","pea","BLRV","BLRV",183,"",5.214935758,NA,"",NA,"",0,"BLRV"
"389","Three","","C","Fava","5","pea","BLRV","BLRV",0,"",0,NA,"",NA,"",0,"BLRV"
"390","Three","","A","Fava","5","pea","PEMV","Negative",119,"",4.787491743,NA,"",NA,"",0,"PEMV"
"391","Three","","B","Fava","5","pea","PEMV","Negative",682,"",6.52649486,NA,"",NA,"",0,"PEMV"
"392","Three","","C","Fava","5","pea","PEMV","",0,"",0,NA,"",NA,"",0,"PEMV"
"393","Three","","A","Fava","5","pea","Sham","Sham",32,"",3.496507561,NA,"",NA,"",0,"Sham"
"394","Three","","B","Fava","5","pea","Sham","Sham",55,"",4.025351691,NA,"",NA,"",0,"Sham"
"395","Three","","C","Fava","5","pea","Sham","Sham",0,"",0,NA,"",NA,"",0,"Sham"
"396","Three","","A","Hairy vetch","1","pea","BLRV","BLRV",136,"",4.919980926,NA,"",NA,"",0,"BLRV"
"397","Three","","B","Hairy vetch","1","pea","BLRV","BLRV",304,"",5.720311777,NA,"",NA,"",0,"BLRV"
"398","Three","","A","Hairy vetch","1","pea","PEMV","",1303,"",7.173191742,NA,"",NA,"",0,"PEMV"
"399","Three","","B","Hairy vetch","1","pea","PEMV","",822,"",6.712956201,NA,"",NA,"",0,"PEMV"
"400","Three","","A","Hairy vetch","1","pea","Sham","Sham",0,"",0,NA,"",NA,"",0,"Sham"
"401","Three","","B","Hairy vetch","1","pea","Sham","Sham",823,"",6.71417053,NA,"",NA,"",0,"Sham"
"402","Three","","A","Hairy vetch","2","pea","BLRV","BLRV",206,"",5.332718793,NA,"",NA,"",0,"BLRV"
"403","Three","","B","Hairy vetch","2","pea","BLRV","BLRV",312,"",5.746203191,NA,"",NA,"",0,"BLRV"
"404","Three","","A","Hairy vetch","2","pea","PEMV","",587,"",6.376726948,NA,"",NA,"",0,"PEMV"
"405","Three","","B","Hairy vetch","2","pea","PEMV","",641,"",6.464588304,NA,"",NA,"",0,"PEMV"
"406","Three","","A","Hairy vetch","2","pea","Sham","Sham",206,"",5.332718793,NA,"",NA,"",0,"Sham"
"407","Three","","B","Hairy vetch","2","pea","Sham","Sham",0,"",0,NA,"",NA,"",0,"Sham"
"408","Three","","A","Hairy vetch","3","alf","BLRV","BLRV",0,"",0,NA,"",NA,"",0,"BLRV"
"409","Three","","B","Hairy vetch","3","alf","BLRV","BLRV",0,"",0,NA,"",NA,"",0,"BLRV"
"410","Three","","A","Hairy vetch","3","alf","PEMV","",645,"",6.470799504,NA,"",NA,"",0,"PEMV"
"411","Three","","B","Hairy vetch","3","alf","PEMV","",795,"",6.679599186,NA,"",NA,"",0,"PEMV"
"412","Three","","A","Hairy vetch","3","alf","Sham","Sham",18,"",2.944438979,NA,"",NA,"",0,"Sham"
"413","Three","","B","Hairy vetch","3","alf","Sham","Sham",0,"",0,NA,"",NA,"",0,"Sham"
"414","Three","","A","Hairy vetch","4","alf","BLRV","BLRV",3,"",1.386294361,NA,"",NA,"",0,"BLRV"
"415","Three","","B","Hairy vetch","4","alf","BLRV","BLRV",17,"",2.890371758,NA,"",NA,"",0,"BLRV"
"416","Three","","A","Hairy vetch","4","alf","PEMV","",363,"",5.897153868,NA,"",NA,"",0,"PEMV"
"417","Three","","B","Hairy vetch","4","alf","PEMV","",612,"",6.418364936,NA,"",NA,"",0,"PEMV"
"418","Three","","A","Hairy vetch","4","alf","Sham","Sham",215,"",5.375278408,NA,"",NA,"",0,"Sham"
"419","Three","","B","Hairy vetch","4","alf","Sham","Sham",1327,"",7.19142933,NA,"",NA,"",0,"Sham"
"420","Three","","A","Hairy vetch","5","pea","BLRV","BLRV",24,"",3.218875825,NA,"",NA,"",0,"BLRV"
"421","Three","","B","Hairy vetch","5","pea","BLRV","BLRV",5,"",1.791759469,NA,"",NA,"",0,"BLRV"
"422","Three","","C","Hairy vetch","5","pea","BLRV","BLRV",21,"",3.091042453,NA,"",NA,"",0,"BLRV"
"423","Three","","A","Hairy vetch","5","pea","PEMV","",10,"",2.397895273,NA,"",NA,"",0,"PEMV"
"424","Three","","B","Hairy vetch","5","pea","PEMV","",428,"",6.061456919,NA,"",NA,"",0,"PEMV"
"425","Three","","C","Hairy vetch","5","pea","PEMV","",36,"",3.610917913,NA,"",NA,"",0,"PEMV"
"426","Three","","A","Hairy vetch","5","pea","Sham","Sham",972,"",6.880384082,NA,"",NA,"",0,"Sham"
"427","Three","","B","Hairy vetch","5","pea","Sham","Sham",187,"",5.236441963,NA,"",NA,"",0,"Sham"
"428","Three","","C","Hairy vetch","5","pea","Sham","Sham",0,"",0,NA,"",NA,"",NA,"Sham"
"429","Three","","A","Lentil","1","pea","BLRV","BLRV",190,"",5.252273428,NA,"",NA,"",0,"BLRV"
"430","Three","","B","Lentil","1","pea","BLRV","BLRV",47,"",3.871201011,NA,"",NA,"",0,"BLRV"
"431","Three","","A","Lentil","1","pea","PEMV","Positive",704,"",6.558197803,NA,"",NA,"",0,"PEMV"
"432","Three","","B","Lentil","1","pea","PEMV","Positive",388,"",5.963579344,NA,"",NA,"",0,"PEMV"
"433","Three","","A","Lentil","1","pea","Sham","Sham",36,"",3.610917913,NA,"",NA,"",0,"Sham"
"434","Three","","B","Lentil","1","pea","Sham","Sham",171,"",5.147494477,NA,"",NA,"",39,"Sham"
"435","Three","","A","Lentil","2","pea","BLRV","BLRV",147,"",4.997212274,NA,"",NA,"",0,"BLRV"
"436","Three","","B","Lentil","2","pea","BLRV","BLRV",63,"",4.158883083,NA,"",NA,"",0,"BLRV"
"437","Three","","A","Lentil","2","pea","PEMV","Negative",549,"",6.309918278,NA,"",NA,"",0,"PEMV"
"438","Three","","B","Lentil","2","pea","PEMV","Positive",83,"",4.430816799,NA,"",NA,"",0,"PEMV"
"439","Three","","A","Lentil","2","pea","Sham","Sham",243,"",5.497168225,NA,"",NA,"",0,"Sham"
"440","Three","","B","Lentil","2","pea","Sham","Sham",285,"",5.655991811,NA,"",NA,"",0,"Sham"
"441","Three","","A","Lentil","3","alf","BLRV","BLRV",26,"",3.295836866,NA,"",NA,"",0,"BLRV"
"442","Three","","B","Lentil","3","alf","BLRV","BLRV",37,"",3.63758616,NA,"",NA,"",0,"BLRV"
"443","Three","","A","Lentil","3","alf","PEMV","Negative",403,"",6.001414878,NA,"",NA,"",0,"PEMV"
"444","Three","","B","Lentil","3","alf","PEMV","Negative",98,"",4.59511985,NA,"",NA,"",0,"PEMV"
"445","Three","","A","Lentil","3","alf","Sham","Sham",297,"",5.697093487,NA,"",NA,"",0,"Sham"
"446","Three","","B","Lentil","3","alf","Sham","Sham",0,"",0,NA,"",NA,"",0,"Sham"
"447","Three","","A","Lentil","4","alf","BLRV","BLRV",32,"",3.496507561,NA,"",NA,"",0,"BLRV"
"448","Three","","B","Lentil","4","alf","BLRV","BLRV",0,"",0,NA,"",NA,"",0,"BLRV"
"449","Three","","A","Lentil","4","alf","PEMV","Negative",876,"",6.776506992,NA,"",NA,"",0,"PEMV"
"450","Three","","B","Lentil","4","alf","PEMV","Negative",501,"",6.21860012,NA,"",NA,"",0,"PEMV"
"451","Three","","A","Lentil","4","alf","Sham","Sham",81,"",4.406719247,NA,"",NA,"",0,"Sham"
"452","Three","","B","Lentil","4","alf","Sham","Sham",0,"",0,NA,"",NA,"",0,"Sham"
"453","Three","","A","Lentil","5","pea","BLRV","BLRV",25,"",3.258096538,NA,"",NA,"",0,"BLRV"
"454","Three","","B","Lentil","5","pea","BLRV","BLRV",6,"",1.945910149,NA,"",NA,"",0,"BLRV"
"455","Three","","C","Lentil","5","pea","BLRV","BLRV",0,"",0,NA,"",NA,"",0,"BLRV"
"456","Three","","A","Lentil","5","pea","PEMV","Positive",397,"",5.986452005,NA,"",NA,"",0,"PEMV"
"457","Three","","B","Lentil","5","pea","PEMV","",1009,"",6.91770561,NA,"",NA,"",0,"PEMV"
"458","Three","","C","Lentil","5","pea","PEMV","",0,"",0,NA,"",NA,"",0,"PEMV"
"459","Three","","A","Lentil","5","pea","Sham","Sham",10,"",2.397895273,NA,"",NA,"",3,"Sham"
"460","Three","","B","Lentil","5","pea","Sham","Sham",312,"",5.746203191,NA,"",NA,"",5,"Sham"
"461","Three","","C","Lentil","5","pea","Sham","Sham",93,"",4.543294782,NA,"",NA,"",0,"Sham"
"462","Three","","A","Pea","1","pea","BLRV","BLRV",85,"",4.454347296,NA,"",NA,"",0,"BLRV"
"463","Three","","B","Pea","1","pea","BLRV","BLRV",51,"",3.951243719,NA,"",NA,"",0,"BLRV"
"464","Three","","A","Pea","1","pea","PEMV","Negative",204,"",5.323009979,NA,"",NA,"",0,"PEMV"
"465","Three","","B","Pea","1","pea","PEMV","Positive",1124,"",7.025538315,NA,"",NA,"",0,"PEMV"
"466","Three","","A","Pea","1","pea","Sham","Sham",58,"",4.077537444,NA,"",NA,"",0,"Sham"
"467","Three","","B","Pea","1","pea","Sham","Sham",41,"",3.737669618,NA,"",NA,"",1,"Sham"
"468","Three","","A","Pea","2","pea","BLRV","BLRV",137,"",4.927253685,NA,"",NA,"",0,"BLRV"
"469","Three","","B","Pea","2","pea","BLRV","BLRV",133,"",4.8978398,NA,"",NA,"",0,"BLRV"
"470","Three","","A","Pea","2","pea","PEMV","Positive",37,"",3.63758616,NA,"",NA,"",0,"PEMV"
"471","Three","","B","Pea","2","pea","PEMV","Positive",0,"",0,NA,"",NA,"",0,"PEMV"
"472","Three","","A","Pea","2","pea","Sham","Sham",76,"",4.343805422,NA,"",NA,"",0,"Sham"
"473","Three","","B","Pea","2","pea","Sham","Sham",163,"",5.099866428,NA,"",NA,"",0,"Sham"
"474","Three","","A","Pea","3","alf","BLRV","BLRV",33,"",3.526360525,NA,"",NA,"",0,"BLRV"
"475","Three","","B","Pea","3","alf","BLRV","BLRV",0,"",0,NA,"",NA,"",0,"BLRV"
"476","Three","","A","Pea","3","alf","PEMV","Positive",252,"",5.533389489,NA,"",NA,"",0,"PEMV"
"477","Three","","B","Pea","3","alf","PEMV","Negative",295,"",5.690359454,NA,"",NA,"",0,"PEMV"
"478","Three","","A","Pea","3","alf","Sham","Sham",54,"",4.007333185,NA,"",NA,"",0,"Sham"
"479","Three","","B","Pea","3","alf","Sham","Sham",44,"",3.80666249,NA,"",NA,"",0,"Sham"
"480","Three","","A","Pea","4","alf","BLRV","BLRV",12,"",2.564949357,NA,"",NA,"",0,"BLRV"
"481","Three","","B","Pea","4","alf","BLRV","BLRV",0,"",0,NA,"",NA,"",0,"BLRV"
"482","Three","","A","Pea","4","alf","PEMV","Negative",340,"",5.831882477,NA,"",NA,"",0,"PEMV"
"483","Three","","B","Pea","4","alf","PEMV","Positive",0,"",0,NA,"",NA,"",0,"PEMV"
"484","Three","","A","Pea","4","alf","Sham","Sham",68,"",4.234106505,NA,"",NA,"",0,"Sham"
"485","Three","","B","Pea","4","alf","Sham","Sham",3,"",1.386294361,NA,"",NA,"",0,"Sham"
"486","Three","","A","Pea","5","pea","BLRV","BLRV",26,"",3.295836866,NA,"",NA,"",0,"BLRV"
"487","Three","","B","Pea","5","pea","BLRV","BLRV",40,"",3.713572067,NA,"",NA,"",0,"BLRV"
"488","Three","","C","Pea","5","pea","BLRV","BLRV",0,"",0,NA,"",NA,"",0,"BLRV"
"489","Three","","A","Pea","5","pea","PEMV","Positive",1,"",0.693147181,NA,"",NA,"",0,"PEMV"
"490","Three","","B","Pea","5","pea","PEMV","Negative",598,"",6.395261598,NA,"",NA,"",0,"PEMV"
"491","Three","","C","Pea","5","pea","PEMV","Positive",0,"",0,NA,"",NA,"",0,"PEMV"
"492","Three","","A","Pea","5","pea","Sham","Sham",11,"",2.48490665,NA,"",NA,"",0,"Sham"
"493","Three","","B","Pea","5","pea","Sham","Sham",23,"",3.17805383,NA,"",NA,"",0,"Sham"
"494","Three","","C","Pea","5","pea","Sham","Sham",37,"",3.63758616,NA,"",NA,"",0,"Sham"
"495","Three","","A","Red clover","1","pea","BLRV","BLRV",0,"",0,NA,"",NA,"",6,"BLRV"
"496","Three","","B","Red clover","1","pea","BLRV","BLRV",13,"",2.63905733,NA,"",NA,"",0,"BLRV"
"497","Three","","A","Red clover","1","pea","PEMV","Negative",0,"",0,NA,"",NA,"",84,"PEMV"
"498","Three","","B","Red clover","1","pea","PEMV","Negative",12,"",2.564949357,NA,"",NA,"",214,"PEMV"
"499","Three","","A","Red clover","1","pea","Sham","Sham",2,"",1.098612289,NA,"",NA,"",8,"Sham"
"500","Three","","B","Red clover","1","pea","Sham","Sham",0,"",0,NA,"",NA,"",46,"Sham"
"501","Three","","A","Red clover","2","pea","BLRV","BLRV",0,"",0,NA,"",NA,"",0,"BLRV"
"502","Three","","B","Red clover","2","pea","BLRV","BLRV",0,"",0,NA,"",NA,"",0,"BLRV"
"503","Three","","A","Red clover","2","pea","PEMV","Negative",12,"",2.564949357,NA,"",NA,"",0,"PEMV"
"504","Three","","B","Red clover","2","pea","PEMV","Negative",1,"",0.693147181,NA,"",NA,"",0,"PEMV"
"505","Three","","A","Red clover","2","pea","Sham","Sham",0,"",0,NA,"",NA,"",1,"Sham"
"506","Three","","B","Red clover","2","pea","Sham","Sham",2,"",1.098612289,NA,"",NA,"",1,"Sham"
"507","Three","","A","Red clover","3","alf","BLRV","BLRV",0,"",0,NA,"",NA,"",0,"BLRV"
"508","Three","","B","Red clover","3","alf","BLRV","BLRV",0,"",0,NA,"",NA,"",0,"BLRV"
"509","Three","","A","Red clover","3","alf","PEMV","Negative",6,"",1.945910149,NA,"",NA,"",68,"PEMV"
"510","Three","","B","Red clover","3","alf","PEMV","Negative",7,"",2.079441542,NA,"",NA,"",22,"PEMV"
"511","Three","","A","Red clover","3","alf","Sham","Sham",3,"",1.386294361,NA,"",NA,"",0,"Sham"
"512","Three","","B","Red clover","3","alf","Sham","Sham",0,"",0,NA,"",NA,"",0,"Sham"
"513","Three","","A","Red clover","4","alf","BLRV","BLRV",0,"",0,NA,"",NA,"",0,"BLRV"
"514","Three","","B","Red clover","4","alf","BLRV","BLRV",0,"",0,NA,"",NA,"",0,"BLRV"
"515","Three","","A","Red clover","4","alf","PEMV","Negative",1,"",0.693147181,NA,"",NA,"",2,"PEMV"
"516","Three","","B","Red clover","4","alf","PEMV","Negative",0,"",0,NA,"",NA,"",51,"PEMV"
"517","Three","","A","Red clover","4","alf","Sham","Sham",0,"",0,NA,"",NA,"",4,"Sham"
"518","Three","","B","Red clover","4","alf","Sham","Sham",5,"",1.791759469,NA,"",NA,"",44,"Sham"
"519","Three","","A","Red clover","5","pea","BLRV","BLRV",0,"",0,NA,"",NA,"",0,"BLRV"
"520","Three","","B","Red clover","5","pea","BLRV","BLRV",0,"",0,NA,"",NA,"",0,"BLRV"
"521","Three","","C","Red clover","5","pea","BLRV","BLRV",0,"",0,NA,"",NA,"",0,"BLRV"
"522","Three","","A","Red clover","5","pea","PEMV","Negative",39,"",3.688879454,NA,"",NA,"",0,"PEMV"
"523","Three","","B","Red clover","5","pea","PEMV","",11,"",2.48490665,NA,"",NA,"",0,"PEMV"
"524","Three","","C","Red clover","5","pea","PEMV","",0,"",0,NA,"",NA,"",0,"PEMV"
"525","Three","","A","Red clover","5","pea","Sham","Sham",15,"",2.772588722,NA,"",NA,"",41,"Sham"
"526","Three","","B","Red clover","5","pea","Sham","Sham",4,"",1.609437912,NA,"",NA,"",6,"Sham"
"527","Three","","C","Red clover","5","pea","Sham","Sham",13,"",2.63905733,NA,"",NA,"",76,"Sham"
